dateRep,Outflow HHP1,Inflow  HPP1,Inflow HPP2,Production HPP1,Production HPP2
2007/12/24,66.39623628340422,130.72462743840111,88.37344869782845,2260.0,3290.0
2007/12/25,104.42955496868393,118.41939108415046,91.45720458899433,2360.0,4005.0
2007/12/26,109.0196885165902,137.10917680888366,98.59256078541458,1860.0,3710.0
2007/12/27,85.87405546681725,78.40083529167758,76.0415938853159,2380.0,3430.0
2007/12/28,109.98479381533024,99.59824609008484,65.00607181101557,2050.0,3880.0
2007/12/29,94.58421781400834,79.35608192810903,69.72144651655738,2390.0,3280.0
2007/12/30,109.97378245240263,96.8112942185231,68.0,2190.0,3780.0
2007/12/31,100.81781177952072,65.77337566184994,62.290355053393995,3380.0,3230.0
2008/01/01,156.3434901581541,87.74079365557247,61.9638707025764,4080.0,4800.0
2008/01/02,189.43514205996095,91.6184363186058,54.479720224810535,4070.0,5920.0
2008/01/03,188.79231991130519,96.03973622903514,64.78007400655497,4030.0,4540.0
2008/01/04,187.7005234689312,92.6400289031612,59.95864342805092,3540.0,5240.0
2008/01/05,164.6903506492409,78.78410184237387,52.66482647752798,3572.0,4570.0
2008/01/06,166.4321870173954,93.36755299180442,60.695358694156084,3490.0,4600.0
2008/01/07,162.8599448402398,78.77463461445952,48.44667948399561,3790.0,4580.0
2008/01/08,177.21533792294454,92.90197872317611,63.26643361739309,3240.0,4340.0
2008/01/09,151.59991824237648,88.80950647960833,45.475129247240574,3315.0,4040.0
2008/01/10,155.33317631742088,78.22197848961699,49.69295895271918,3220.0,4650.0
2008/01/11,150.73653899888123,94.4247439153312,45.46083540843557,4300.0,4650.0
2008/01/12,202.2101000541463,86.94467642397751,36.57752772427921,3640.0,4680.0
2008/01/13,171.35620234923954,106.47354671276891,34.703012556975835,3580.0,4700.0
2008/01/14,168.54804041333801,55.99106256333883,56.730838797527724,3980.0,3800.0
2008/01/15,188.52047147479968,78.55063925325331,50.099879258421225,3423.0,4320.0
2008/01/16,162.37703372012484,89.42084456967953,57.54386260748544,3245.0,4520.0
2008/01/17,154.03973943215925,95.30404447817321,54.48656916359468,2940.0,4280.0
2008/01/18,139.43740469894453,93.58778959959855,50.61658965152091,2745.0,3970.0
2008/01/19,130.27904333308732,108.62988624102329,55.44162708791855,2285.0,2980.0
2008/01/20,108.53306509842459,69.16683993121504,54.019596305549186,2285.0,3930.0
2008/01/21,108.39366697355695,75.85957500537849,57.00524395600915,2510.0,3410.0
2008/01/22,119.22012840133296,83.76257834325332,53.2919972666965,2015.0,3010.0
2008/01/23,95.7844717235325,107.44776274307779,55.51771374134671,1760.0,3300.0
2008/01/24,83.54697731913724,95.6564102255285,87.41317085579554,1735.0,4720.0
2008/01/25,82.02033009737347,117.0065331530331,69.75951473209813,3075.0,4080.0
2008/01/26,145.69641503806358,149.55365291715714,70.47169807876469,3100.0,4930.0
2008/01/27,146.77976534074756,137.0290959952726,89.94832767106993,3260.0,4400.0
2008/01/28,154.6600652570133,161.03407583176724,105.87266414384277,3195.0,4350.0
2008/01/29,151.9821333399618,121.12120175985439,79.56980724309486,2750.0,4330.0
2008/01/30,130.7102657740809,146.01686626714786,72.72541350495813,1915.0,3000.0
2008/01/31,91.12128673580439,138.4159700773187,83.27121605599754,2115.0,2960.0
2008/02/01,100.77812676037696,103.69110237742437,74.69587235115166,1740.0,3290.0
2008/02/02,82.7778313071912,89.78307002559241,67.11395394673728,1965.0,3810.0
2008/02/03,93.31521365048705,107.22111172856037,66.84553954649091,1570.0,3340.0
2008/02/04,74.4835283599727,95.01089358100886,70.95304745921963,1620.0,3090.0
2008/02/05,76.78739688969031,101.63766184222187,77.33879799187325,1470.0,3060.0
2008/02/06,69.63627606835651,131.6320156795025,68.11963968542149,1610.0,3190.0
2008/02/07,76.17834464732442,112.9782988747424,67.81041745994548,2775.0,3770.0
2008/02/08,131.4432935534093,106.7991284209534,66.11010290565257,2380.0,3660.0
2008/02/09,112.7444469678153,167.12335782826975,73.55893330779325,2465.0,4300.0
2008/02/10,116.65622535334494,169.84494699816804,83.842518914449,2455.0,4120.0
2008/02/11,116.06896756540377,162.3225769904079,59.17567596166532,3155.0,4080.0
2008/02/12,149.20789804056375,190.3165224045377,68.25646771458716,1490.0,3500.0
2008/02/13,70.19769167148301,147.35845821546866,41.05722544014981,340.0,4250.0
2008/02/14,15.822226240682442,188.85766839060855,51.12867078393133,1840.0,2660.0
2008/02/15,85.56114140279973,383.15854915933016,125.89775624426308,1610.0,2540.0
2008/02/16,75.08002832517327,372.494582067558,157.24447139564347,545.0,4680.0
2008/02/17,25.176156882009174,349.39863848993036,110.99449088848564,780.0,4540.0
2008/02/18,35.64669589643444,477.3837213986529,105.4980161095738,1610.0,4490.0
2008/02/19,73.03787565275188,543.8354590536186,138.9152962597709,2150.0,4630.0
2008/02/20,96.97556263784688,436.9276018753786,324.8840086926836,50.0,4990.0
2008/02/21,2.247223060870255,367.9016810700002,230.5457476627325,0.0,4370.0
2008/02/22,0.0,325.5996227544269,184.55828238451,0.0,3960.0
2008/02/23,0.0,311.8377086656651,191.37915652572917,0.0,3030.0
2008/02/24,0.0,346.68894454272004,172.636998865,0.0,3070.0
2008/02/25,0.0,357.87964569059324,171.94516917567998,0.0,2760.0
2008/02/26,0.0,375.76392648620015,168.44124625109998,0.0,3450.0
2008/02/27,0.0,381.38628812419984,200.27671096614,0.0,2790.0
2008/02/28,0.0,387.08808844220005,170.78141709333335,0.0,3110.0
2008/02/29,0.0,339.81517413185327,140.39398441286002,0.0,3710.0
2008/03/01,0.0,317.41557389776005,127.70409155715612,0.0,3410.0
2008/03/02,0.0,271.26471156521404,114.88539292546002,0.0,4490.0
2008/03/03,0.0,350.4654278304,125.56265616121256,1045.0,3050.0
2008/03/04,44.42980444548496,296.76563445798024,113.1807775824879,948.0,3630.0
2008/03/05,40.10144554168402,334.5985398460616,116.64682416212476,1550.0,3380.0
2008/03/06,65.44575807394547,305.6624884369467,122.99193522420843,1090.0,2760.0
2008/03/07,45.95314943518617,205.49447802384657,96.55134698559581,0.0,3850.0
2008/03/08,0.0,202.69655800219368,95.58096220593876,400.0,2570.0
2008/03/09,16.670281231022088,231.26651100530393,132.96059108418964,2655.0,890.0
2008/03/10,111.72613738919352,194.6531754098654,114.98264001731225,1300.0,2140.0
2008/03/11,54.78896958398503,177.19459879019848,106.2469127100972,1250.0,2510.0
2008/03/12,52.70278383761888,212.34804133038386,95.6918359922326,650.0,2460.0
2008/03/13,27.366027176125698,177.17477031014107,100.3827674763462,955.0,5080.0
2008/03/14,39.90431716899676,278.6479691817417,99.51279984667937,966.0,4870.0
2008/03/15,40.09090281356,327.3429946155534,139.09849559296816,410.0,4790.0
2008/03/16,16.894845261798782,319.80754080716633,133.1449597537832,1720.0,5140.0
2008/03/17,70.48459986346215,282.77101017776306,118.64571355322065,1850.0,3130.0
2008/03/18,75.78243606605587,269.1556415037434,122.55224439557432,3620.0,2780.0
2008/03/19,149.14580871923388,235.03745535022176,83.52844929493503,1455.0,3710.0
2008/03/20,59.69472363377235,283.2178173479635,94.60553432765995,2060.0,1380.0
2008/03/21,84.87966201456277,229.54905080641663,93.54940266067693,2650.0,2160.0
2008/03/22,109.54933440521664,234.10001759155918,91.20427702651337,2610.0,2840.0
2008/03/23,108.10754864496188,241.1690594821335,101.0497804053808,1232.0,3350.0
2008/03/24,50.910156148200905,211.75158849186334,97.19632087907432,820.0,2660.0
2008/03/25,33.81876208354625,170.2707872154572,101.75356293739581,830.0,3110.0
2008/03/26,34.14571081821978,204.60570418618533,99.42333516122909,935.0,2300.0
2008/03/27,38.468351339421865,139.34363592716323,119.53810721784124,1755.0,4310.0
2008/03/28,72.0534168405344,163.3738487034225,72.43543581844817,2060.0,2760.0
2008/03/29,84.63487330993273,170.803967078819,95.7356279922683,2070.0,3130.0
2008/03/30,85.11207678423445,152.4834958065406,77.76399812261604,1100.0,3580.0
2008/03/31,45.05982685008726,149.2196284583926,79.9130725787791,1990.0,2470.0
2008/04/01,81.6379714415434,143.92526275747812,68.52670244002655,1330.0,3550.0
2008/04/02,54.37986376454578,162.9630339573979,73.0524972574685,1970.0,2820.0
2008/04/03,80.57265750228586,145.37403318845398,74.89636586904216,2435.0,3660.0
2008/04/04,99.521461452428,126.82703777799082,71.0070371391302,3928.0,2070.0
2008/04/05,161.63345019239708,144.69726051705035,64.77084954684457,2115.0,2900.0
2008/04/06,87.05741429846286,96.98657581144585,58.70575581595797,1970.0,3140.0
2008/04/07,81.00038225359509,142.19292462613112,72.97988956529059,3505.0,3150.0
2008/04/08,144.6677246205749,124.72995377631119,53.873081020623914,4020.0,5180.0
2008/04/09,165.7425668965412,87.55930306845954,59.51153889348589,3980.0,4270.0
2008/04/10,164.32463423555126,125.11181916819118,75.35448642337016,3645.0,4980.0
2008/04/11,150.50507137681237,146.077490781861,51.52103407631469,3410.0,4460.0
2008/04/12,140.68056880480833,146.01800312674726,69.77007547348563,3726.0,4260.0
2008/04/13,153.88577051502367,140.38017040534024,66.93156632014006,3910.0,4410.0
2008/04/14,161.662281106317,118.94920944860922,70.01893665715971,3395.0,4750.0
2008/04/15,140.25922644450725,122.15102338005995,58.12666720363035,3450.0,4180.0
2008/04/16,142.57613620175815,151.79447218597542,60.96949746557627,2955.0,4080.0
2008/04/17,122.05262001620461,368.2551674683049,77.77810858547953,2910.0,4160.0
2008/04/18,120.15631212799012,346.54217456624997,202.59878760897658,420.0,5680.0
2008/04/19,17.238179302843623,317.2352405028874,230.9966864591858,0.0,5810.0
2008/04/20,0.0,281.28959083527536,186.46204286151357,200.0,3510.0
2008/04/21,8.14828236229691,225.72235897940737,145.21725425816106,1480.0,4290.0
2008/04/22,60.171292397698565,212.1704314056086,144.42463078787605,1705.0,3860.0
2008/04/23,69.31895509329463,166.90798070378736,96.32963003836592,1765.0,4040.0
2008/04/24,71.57534103618626,171.36498889839817,93.76012571093266,2276.0,3640.0
2008/04/25,92.29058387995023,149.3702117182617,73.7763070897652,3815.0,4040.0
2008/04/26,154.9477039557471,168.87007303296707,86.27367531684862,3470.0,4610.0
2008/04/27,140.9790307421855,166.1917459865437,86.01154200941124,3340.0,4820.0
2008/04/28,135.60292185610882,171.8679074128062,112.25281009925465,3270.0,4920.0
2008/04/29,132.7917647395894,121.10891696943753,76.98144334219714,2805.0,4560.0
2008/04/30,113.69729141200526,117.67255248009464,73.01676243851037,3190.0,3920.0
2008/05/01,129.46288343869557,114.0,77.19284981251369,3920.0,5060.0
2008/05/02,159.11380106142218,110.0,70.90210486830748,3821.0,4870.0
2008/05/03,155.10736463696108,99.0,56.505231638167885,3720.0,4220.0
2008/05/04,151.11262899764705,113.0,46.269508537506766,3865.0,4330.0
2008/05/05,157.0635432448059,86.0,52.6301171687476,3800.0,4540.0
2008/05/06,154.4101596399681,81.0,47.78104539360339,3940.0,4400.0
2008/05/07,160.19814137911172,68.0,58.05194916087066,4210.0,4550.0
2008/05/08,171.45488191206124,86.0,47.01780865249256,4090.0,4940.0
2008/05/09,166.54199107894644,92.0,48.077984437772756,4695.0,4080.0
2008/05/10,191.8010584743584,44.0,41.81740629558456,4240.0,4530.0
2008/05/11,173.34790141601448,53.0,42.972452725467406,3664.0,4490.0
2008/05/12,149.79875254440498,46.0,34.28721742539585,3475.0,3940.0
2008/05/13,142.1158514161783,47.0,46.80123116578173,4080.0,3880.0
2008/05/14,167.30017171147082,43.0,40.17889551802517,3495.0,4090.0
2008/05/15,143.3680855904819,85.0,42.98859951276026,2810.0,3140.0
2008/05/16,115.40354970186038,71.0,38.36562006728519,2850.0,3240.0
2008/05/17,117.09193637539241,54.0,42.89722942308171,2905.0,3350.0
2008/05/18,119.42609161093092,45.0,48.406233787244105,3055.0,3530.0
2008/05/19,125.6416732066937,43.0,31.490445102845655,3425.0,3730.0
2008/05/20,140.9574874331676,38.0,39.61362619409044,3745.0,4110.0
2008/05/21,154.2838148261106,79.0,37.66221192426207,3800.0,3430.0
2008/05/22,156.97888567104366,66.0,35.75266889053515,4005.0,4400.0
2008/05/23,165.52526574141942,89.0,37.83158205212911,3490.0,3840.0
2008/05/24,144.35359482978257,77.0,33.9064078531259,3850.0,3940.0
2008/05/25,159.4064136713482,76.0,25.147397496102457,3930.0,3560.0
2008/05/26,163.01298663514527,97.0,27.021402435885108,3910.0,4780.0
2008/05/27,162.01781944067517,90.0,28.79094624133009,4030.0,3920.0
2008/05/28,167.1871863523843,79.0,25.313360940891755,3850.0,4000.0
2008/05/29,159.79515251488675,25.0,27.99234664056388,3765.0,3680.0
2008/05/30,156.46412904472464,67.0,41.563395864501786,3950.0,4430.0
2008/05/31,164.34642976043258,66.0,25.5131849926899,4010.0,4250.0
2008/06/01,166.9349740844113,47.84916641166143,34.83500354870978,3800.0,4060.0
2008/06/02,158.3426578674639,33.39510900801457,70.90210486830748,3717.0,4270.0
2008/06/03,154.9820381762382,18.78462725757595,56.505231638167885,3720.0,3290.0
2008/06/04,155.5250384859938,73.59088190622467,46.269508537506766,3535.0,4100.0
2008/06/05,147.82574235658026,14.026448121378223,52.6301171687476,3890.0,3820.0
2008/06/06,162.91645322460124,28.04406030995594,47.78104539360339,4105.0,4000.0
2008/06/07,172.30400039205927,88.90838539111199,58.05194916087066,3700.0,4060.0
2008/06/08,155.502556740272,90.33801367150947,47.01780865249256,3720.0,4460.0
2008/06/09,156.23101046968443,57.75343573756034,48.077984437772756,3749.0,3930.0
2008/06/10,157.5996124501946,54.82731339426775,41.81740629558456,3850.0,4130.0
2008/06/11,161.83252093851812,91.61136608068661,42.972452725467406,3946.0,3690.0
2008/06/12,166.17266795693024,57.59452055953804,34.28721742539585,4279.0,4470.0
2008/06/13,180.23907219989653,92.33432365897004,46.80123116578173,5704.0,4420.0
2008/06/14,241.5379024958434,76.49768904171393,40.17889551802517,4774.0,4960.0
2008/06/15,202.23811117559364,108.48807911266131,42.98859951276026,5240.0,4880.0
2008/06/16,222.40895264129196,84.99618875943179,38.36562006728519,4775.0,4580.0
2008/06/17,202.96730190197744,90.40549119069661,42.89722942308171,4045.0,4280.0
2008/06/18,172.0212427240808,55.08336711224547,48.406233787244105,3490.0,4000.0
2008/06/19,148.3947997946939,63.17723586931065,31.490445102845655,4340.0,4240.0
2008/06/20,184.74615569339994,68.91869295702602,39.61362619409044,4010.0,4650.0
2008/06/21,170.56041444102783,81.1352958621222,37.66221192426207,5790.0,4440.0
2008/06/22,247.47383865570495,73.86746674024096,35.75266889053515,5531.0,4900.0
2008/06/23,237.17771226511752,74.6644170246589,37.83158205212911,5165.0,4920.0
2008/06/24,222.08376170709792,88.59843709530762,33.9064078531259,4030.0,5020.0
2008/06/25,172.96842117353333,98.94258659635628,25.147397496102457,3860.0,4230.0
2008/06/26,165.71276342034685,87.77460210915223,27.021402435885108,5060.0,4440.0
2008/06/27,217.748107475518,85.19475538197906,28.79094624133009,5260.0,4860.0
2008/06/28,226.8594279503373,24.130563612477886,25.313360940891755,5490.0,5030.0
2008/06/29,237.44672837121038,46.3194091394644,27.99234664056388,5145.0,5060.0
2008/06/30,223.13682839123732,43.35492041338742,41.563395864501786,5146.0,5240.0
2008/07/01,223.4783797332332,45.42424812245261,25.5131849926899,4120.0,4950.0
2008/07/02,178.83205006290507,58.70106525663678,34.83500354870978,3995.0,4030.0
2008/07/03,173.60927213151413,48.97258906611475,22.0,5500.0,4410.0
2008/07/04,240.13786416906322,102.40226714534647,29.17037348627693,4160.0,4700.0
2008/07/05,181.8308554130701,110.73383603512906,19.700658829796396,3720.0,4460.0
2008/07/06,162.46160167272575,117.38491499170459,29.34435367081963,3605.0,4550.0
2008/07/07,157.2669405900151,156.25738164853072,25.87407497777542,3145.0,3600.0
2008/07/08,137.17650193973827,149.37245514239515,15.149934598891349,3430.0,3400.0
2008/07/09,149.62003057990864,157.8893056549001,34.07297622667147,3420.0,3600.0
2008/07/10,149.28434617595127,154.66514540069585,22.08540596320657,3615.0,3590.0
2008/07/11,157.87599194809243,112.41458932285308,33.288389762394104,3990.0,4080.0
2008/07/12,174.4297272949219,63.12111270643234,33.019491180273576,4080.0,4230.0
2008/07/13,178.59060259634595,84.20819075242852,19.48862661178103,3251.0,3640.0
2008/07/14,142.36370602188202,77.86626770994326,72.6160815616106,5200.0,5210.0
2008/07/15,228.79908735423922,103.34663609620934,225.47820669954,2815.0,7040.0
2008/07/16,123.84892833330484,118.14552076432594,115.09080159116624,2360.0,7070.0
2008/07/17,103.15404297472242,91.96884390374903,92.68361840032742,2990.0,2720.0
2008/07/18,131.38002797008107,99.25867023240406,55.07823254405554,2540.0,3910.0
2008/07/19,111.5216166422336,88.4456015951015,54.09780705273528,3300.0,3960.0
2008/07/20,145.06318027478508,87.42011038142755,40.44302278531973,3640.0,4050.0
2008/07/21,160.22779750780387,105.90188199459271,40.30259117162747,2430.0,3500.0
2008/07/22,106.88306262415274,83.913970112065,39.01947394669267,3145.0,3800.0
2008/07/23,138.36763041145423,73.59779207984549,39.22043022913245,2790.0,2880.0
2008/07/24,122.98023903740724,323.9745737538683,50.12886494641421,2262.0,3610.0
2008/07/25,99.62123143178658,108.83517259985805,137.48098899574487,360.0,3980.0
2008/07/26,15.760662705311493,110.113627226093,82.02662358705524,2780.0,2800.0
2008/07/27,122.21516137435891,164.4491718241119,64.27423968015702,2060.0,3860.0
2008/07/28,90.4005191291368,167.46518221592078,55.19245581929478,1950.0,3390.0
2008/07/29,85.39194916723159,106.56096820184086,48.24989458632582,2320.0,3280.0
2008/07/30,101.47423405535362,116.60926774086354,50.01352974611871,3180.0,2730.0
2008/07/31,139.5977953065052,78.4241202854898,27.462558242618144,5040.0,5660.0
2008/08/01,221.32465626903115,88.33457397643414,35.31689717168598,5440.0,6040.0
2008/08/02,239.37949131385764,104.21742428657979,43.11734227805333,2750.0,4350.0
2008/08/03,120.78302430596679,79.44776101322822,33.0,3560.0,3340.0
2008/08/04,156.39906807139428,78.2674604003435,64.6238911404968,2550.0,3380.0
2008/08/05,111.97973680278363,66.60822038560326,31.017204450501495,2080.0,2900.0
2008/08/06,91.27819407213812,88.3449618464744,21.30713898937381,2260.0,3210.0
2008/08/07,99.04260797819153,194.8231151841409,44.23979903606812,3790.0,3950.0
2008/08/08,166.46096804349605,176.4242282829671,119.13893288015645,2810.0,4240.0
2008/08/09,123.57619106212184,150.51814103980266,77.97983354428621,4010.0,4480.0
2008/08/10,176.74140150189717,111.32857553275255,59.864539562379434,3555.0,3840.0
2008/08/11,156.99677662439385,108.24448708791557,50.63600980762743,2965.0,4390.0
2008/08/12,130.7837217390131,165.1548038467244,49.901102870328515,3910.0,3870.0
2008/08/13,172.98689233064553,139.3962981500011,42.63566107479846,3010.0,4600.0
2008/08/14,132.8028155177959,93.08784653971993,41.3196845564089,3600.0,4440.0
2008/08/15,158.77943133984107,114.63403142255999,38.79545433124508,3570.0,4230.0
2008/08/16,157.55088486030124,157.42995548932333,30.396230264739984,3760.0,4400.0
2008/08/17,165.93594595930884,113.25312285020038,68.30161150462331,3850.0,3760.0
2008/08/18,170.49417236458922,117.82011790308023,65.75255864216953,2125.0,5070.0
2008/08/19,93.65972024726472,76.27297839264061,36.0,3685.0,3650.0
2008/08/20,162.87793807956368,107.01326322289972,43.87391402693308,3030.0,3880.0
2008/08/21,133.9844613579644,100.6617714234791,46.26452487772525,3140.0,4140.0
2008/08/22,138.82466134853382,131.80954343988088,19.864195689163765,1270.0,5690.0
2008/08/23,55.50148946870698,142.57354835343736,58.59308902494905,1702.0,5890.0
2008/08/24,73.68621730349386,150.17139284082538,157.25582077458265,3280.0,4690.0
2008/08/25,142.5735483534374,160.35405050940156,101.43853014805052,4030.0,4370.0
2008/08/26,175.88145234816753,125.23656144220223,75.65238425715302,3810.0,4410.0
2008/08/27,166.5747871997217,117.81250854782914,74.03101089362019,5470.0,4780.0
2008/08/28,240.6379367851909,115.95212884283997,67.99340237030731,5409.0,4590.0
2008/08/29,239.49186288708415,146.99999593104795,59.32500109025037,4463.0,4470.0
2008/08/30,198.36120776974954,117.13520723481236,45.76817521506709,4585.0,5060.0
2008/08/31,204.04990984367603,116.10306267038017,47.424399542025526,3910.0,5580.0
2008/09/01,173.72230656077627,115.13661914287174,43.123261016209824,3887.0,4440.0
2008/09/02,172.8807910094759,129.33701873402896,39.73711695165238,3155.0,4210.0
2008/09/03,140.21402448702725,132.8089129678405,38.953117809404404,2910.0,3600.0
2008/09/04,129.30328738814774,116.0337802268879,41.28137761386358,3835.0,3860.0
2008/09/05,170.76139751261118,126.70424065307105,40.54512660513669,3870.0,4420.0
2008/09/06,172.48547083249517,126.09185986628316,40.97186516747311,3960.0,3650.0
2008/09/07,177.05467410091003,131.0358895941045,45.376164062189105,3100.0,4050.0
2008/09/08,138.5668599236232,78.18418878638381,36.673437287324646,3070.0,3870.0
2008/09/09,137.16562946319945,74.32294589106095,36.0,2450.0,3710.0
2008/09/10,109.38760739955968,97.03209277191465,47.52893188820279,2360.0,3260.0
2008/09/11,105.46180792597754,88.42339159036221,51.95884468659615,2455.0,3930.0
2008/09/12,109.51484295338268,134.40010766008038,37.800245776454005,3515.0,3800.0
2008/09/13,157.07553172025894,107.79794424498095,28.701241929540544,4110.0,3890.0
2008/09/14,183.92306758583985,146.649389458053,30.26464457009763,1720.0,5350.0
2008/09/15,76.36033312117753,86.53803539494946,44.49951041006821,3720.0,3670.0
2008/09/16,165.51084520119144,53.856591133778736,55.461950065730576,3195.0,3530.0
2008/09/17,142.50047587098118,124.8735760819347,44.673949810342094,3080.0,3520.0
2008/09/18,137.6849807317555,196.22041514292266,97.1865646835191,1550.0,4650.0
2008/09/19,69.01699247576201,486.1124285975052,149.48240825250022,1615.0,4370.0
2008/09/20,71.83606702980765,332.34086454876774,230.09464056172442,400.0,4500.0
2008/09/21,17.709090868893806,234.2390523768952,152.84087339981465,1440.0,3760.0
2008/09/22,63.653847350613354,164.57462492379048,100.62342551768559,2680.0,3790.0
2008/09/23,118.53835354273717,144.96547723231322,92.41104429464949,950.0,4050.0
2008/09/24,41.81769440450926,167.5435616255375,80.02743893320266,2705.0,3990.0
2008/09/25,119.09074215071065,120.47705127331844,68.48381382213623,3655.0,4560.0
2008/09/26,161.01197416736,124.48760888224942,59.28123840488908,3025.0,4580.0
2008/09/27,133.09946908587955,167.03541692032542,60.34522882608391,2830.0,4960.0
2008/09/28,124.16989231409174,172.20689995590487,47.11256648979126,2630.0,5600.0
2008/09/29,114.64606469955952,170.4471762541677,54.70046463567263,2020.0,4650.0
2008/09/30,87.56289723984878,229.91114034401053,91.2845954767123,2125.0,3810.0
2008/10/01,92.02248647706382,293.19457742111763,233.98698322934584,0.0,4550.0
2008/10/02,0.0,329.2662798681435,134.71310858907228,180.0,4880.0
2008/10/03,7.711096951614694,443.83425329880333,345.0165569054536,0.0,4370.0
2008/10/04,0.0,359.6415208200533,294.12212018078253,0.0,5220.0
2008/10/05,0.0,223.06664368127997,192.42549178641335,0.0,4260.0
2008/10/06,0.0,231.9109797634986,161.66555325034,0.0,5430.0
2008/10/07,0.0,212.38754400123747,176.87635170263997,0.0,3840.0
2008/10/08,0.0,160.3728208779205,207.09891323114417,0.0,3970.0
2008/10/09,0.0,195.53582411079876,148.45573476053943,2630.0,5630.0
2008/10/10,110.57698211142431,197.85724557801413,132.40700803105753,4140.0,6840.0
2008/10/11,173.7869321493404,130.16556351417728,136.01606644877415,5022.0,4710.0
2008/10/12,212.18037661095153,170.51407403580265,108.48801176832276,5070.0,5900.0
2008/10/13,214.8638976090903,122.65738953938198,96.20256307546651,5010.0,5900.0
2008/10/14,212.71542315959593,110.04021560185846,90.86015502248574,4040.0,5120.0
2008/10/15,171.7807997623391,119.61611350082791,63.063210713494854,1930.0,6290.0
2008/10/16,81.34705504293397,119.98736116500925,79.5316176620484,4665.0,5630.0
2008/10/17,196.84435947267792,81.92947342394804,81.65783394443076,5320.0,5920.0
2008/10/18,225.00569915633133,104.89645612589177,140.92506884182697,4240.0,6580.0
2008/10/19,179.558754959322,84.96713013599393,113.72258296481127,4110.0,4910.0
2008/10/20,174.6723935442156,130.89010854878654,99.49241035494481,3135.0,4570.0
2008/10/21,133.40817847268522,85.07535991315004,79.30185038031343,3395.0,4670.0
2008/10/22,144.49574738634615,112.47402897964658,72.43208335480496,2490.0,4660.0
2008/10/23,105.74646260040116,60.85940927658335,55.845554191389226,4915.0,4730.0
2008/10/24,209.39263767453616,61.86808924384495,71.53047054533607,4326.0,5070.0
2008/10/25,184.76460863170306,86.77067927047433,54.579231348817274,3225.0,5900.0
2008/10/26,137.17140562900616,86.38789774435469,59.136257346578674,4290.0,4010.0
2008/10/27,183.152472358674,77.84390550920139,76.67964504153869,5660.0,3940.0
2008/10/28,243.78891512263988,112.69775612432997,55.64381975637602,5560.0,5010.0
2008/10/29,240.69407536710895,91.55534986231815,71.16254505640588,1980.0,6450.0
2008/10/30,84.9889742425121,115.75918295881299,50.6973271602952,4030.0,5840.0
2008/10/31,172.38918479309189,109.28070393488522,52.6585611916928,4892.0,5220.0
2008/11/01,209.82798114389618,119.30742022045337,47.64143770774305,5665.0,6020.0
2008/11/02,243.40254798901634,145.2999787200149,54.039360662100734,4335.0,5340.0
2008/11/03,186.24243148060413,149.05595512910486,57.47256266811007,4625.0,5460.0
2008/11/04,198.75053488279445,138.65015222688018,49.14907692433266,5020.0,5260.0
2008/11/05,216.02677856266806,174.3143053750166,49.07816180325983,3070.0,5650.0
2008/11/06,131.4310577519617,132.82124663711681,84.55351812671267,6900.0,5130.0
2008/11/07,297.93602157052493,134.1986461001197,62.07366040737767,5670.0,6680.0
2008/11/08,244.96765312570957,142.76015741101534,65.02460798602684,5685.0,6620.0
2008/11/09,245.83982476248391,139.5675589160565,49.414397284062204,6020.0,6810.0
2008/11/10,260.4344837047436,141.2769636969453,40.23143294464924,5780.0,6130.0
2008/11/11,250.32197984205573,176.3604333844668,53.738258680634715,3860.0,4770.0
2008/11/12,167.1422413855007,326.1141753896184,68.23189377726939,4515.0,4990.0
2008/11/13,195.7976306126062,282.5728196702154,153.87881993056493,2220.0,5600.0
2008/11/14,95.88148830318006,224.58437810419068,85.77793419103466,3185.0,5640.0
2008/11/15,136.9255489538687,164.93131397679542,80.75002969482063,4755.0,5790.0
2008/11/16,204.42103148371928,145.67541418493028,61.502977903869635,5350.0,5730.0
2008/11/17,230.56962665733536,196.66944476213698,74.15087681871975,4590.0,5300.0
2008/11/18,198.12662847010026,196.22467010703835,53.68664953701969,3790.0,5280.0
2008/11/19,163.1899932150211,292.23899239285805,78.18308176925166,3935.0,4200.0
2008/11/20,169.79746995310853,278.2230569828558,134.14260894878484,3546.0,6720.0
2008/11/21,152.4326779678933,245.298975717377,160.91398895416427,2750.0,6040.0
2008/11/22,117.89522438972541,265.3607268583656,153.05011089285622,3220.0,6100.0
2008/11/23,137.8302468687517,283.1939142292404,198.61695651281926,1470.0,5980.0
2008/11/24,62.671854392933184,258.2482283931245,157.15700888053448,1540.0,5340.0
2008/11/25,65.35391116841126,236.37429743799936,137.5409543256195,1890.0,4740.0
2008/11/26,79.98766059102888,227.81525600550435,105.56737901463073,2500.0,4650.0
2008/11/27,105.55767431281527,194.40317193112654,110.19618425524231,5050.0,6080.0
2008/11/28,213.517609559099,195.04510600208462,95.91578037699927,4091.0,4920.0
2008/11/29,173.2209044414049,215.1705088107625,82.95162037668206,3779.0,5250.0
2008/11/30,159.85586782913916,250.54222017515642,69.28150946069793,2637.0,6650.0
2008/12/01,110.53632377291466,523.6262488661534,293.74001763767706,1490.0,5900.0
2008/12/02,62.546504565825416,697.156102147017,351.48128336553464,310.0,6100.0
2008/12/03,12.986152937455314,849.1205880157013,262.3763751425535,360.0,6350.0
2008/12/04,14.943059840820567,602.1484975029316,215.46465476500717,520.0,6700.0
